,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,symbol,name,area,industry,list_date,证券代码,证券名称,一级行业代码,一级行业名称,二级行业代码,二级行业名称,三级行业代码,三级行业名称,四级行业代码,四级行业名称,个股静态市盈率,个股滚动市盈率,个股市净率,个股股息率,is_up
3005,600176.SH,20250620,10.98,11.19,10.97,11.13,11.01,0.12,1.0899,197709.69,219749.896,600176,中国巨石,浙江,玻璃,19990422,600176,中国巨石,15,原材料,1540,非金属材料,154020,其他非金属材料,15402010,玻璃纤维,18.32,15.86,1.46,2.14,True
3006,600177.SH,20250620,7.28,7.33,7.27,7.29,7.27,0.02,0.2751,144714.87,105637.979,600177,雅戈尔,浙江,服饰,19981119,600177,雅戈尔,25,可选消费,2530,纺织服装与珠宝,253010,纺织服装,25301020,服装,12.16,12.73,0.81,10.99,True
3007,600178.SH,20250620,12.1,12.42,11.81,12.18,12.15,0.03,0.2469,216497.85,261423.848,600178,东安动力,黑龙江,汽车配件,19981014,600178,东安动力,25,可选消费,2510,乘用车及零部件,251010,汽车零部件与轮胎,25101010,汽车系统部件,995.49,336.19,2.24,0.04,True
3008,600179.SH,20250620,2.71,2.78,2.68,2.75,2.71,0.04,1.476,415442.12,113586.781,600179,安通控股,黑龙江,水运,19981104,600179,安通控股,20,工业,2070,交通运输,207010,运输业,20701040,航运,18.72,14.27,1.04,-,True
3009,600180.SH,20250620,4.24,4.29,4.23,4.26,4.25,0.01,0.2353,97487.91,41563.729,600180,瑞茂通,山东,仓储物流,19980703,600180,瑞茂通,20,工业,2070,交通运输,207010,运输业,20701020,物流综合,71.47,-,0.60,2.60,True
3010,600182.SH,20250620,15.28,15.45,15.1,15.2,15.22,-0.02,-0.1314,20199.08,30827.007,600182,S佳通,黑龙江,汽车配件,19990507,600182,S佳通,25,可选消费,2510,乘用车及零部件,251010,汽车零部件与轮胎,25101040,轮胎,60.36,69.37,8.55,3.81,False
3011,600183.SH,20250620,29.22,29.39,28.56,28.9,29.18,-0.28,-0.9596,233783.53,677600.202,600183,生益科技,广东,元器件,19981028,600183,生益科技,45,信息技术,4520,电子,452020,电子元件,45202010,印制电路板,39.12,35.61,4.36,2.14,False
3012,600184.SH,20250620,14.17,14.18,13.76,13.81,14.17,-0.36,-2.5406,127924.0,178287.184,600184,光电股份,湖北,专用机械,20031106,600184,光电股份,20,工业,2010,航空航天与国防,201020,国防装备,20102010,国防装备,-,-,2.89,0.43,False
3013,600185.SH,20250620,5.7,5.98,5.7,5.82,5.71,0.11,1.9264,329770.04,193188.254,600185,珠免集团,广东,区域地产,19990611,600185,珠免集团,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,10.32,-,True
3014,600186.SH,20250620,5.75,5.84,5.7,5.75,5.72,0.03,0.5245,370862.99,213630.94,600186,莲花控股,河南,食品,19980825,600186,莲花控股,30,主要消费,3010,食品、饮料与烟草,301030,食品,30103020,调味品与食用油,53.40,42.53,6.11,-,True
3015,600187.SH,20250620,3.17,3.33,3.14,3.28,3.16,0.12,3.7975,890462.0,289798.44,600187,国中水务,黑龙江,水务,19981111,600187,国中水务,55,公用事业,5510,公用事业,551030,水务,55103010,水务,116.28,124.84,1.58,-,True
3016,600188.SH,20250620,12.12,12.25,12.1,12.19,12.07,0.12,0.9942,159960.68,194883.696,600188,兖矿能源,山东,煤炭开采,19980701,600188,兖矿能源,10,能源,1010,能源,101030,煤炭,10103010,煤炭,9.03,9.84,1.52,10.61,True
3017,600189.SH,20250620,7.13,7.18,7.04,7.06,7.11,-0.05,-0.7032,76714.8,54520.582,600189,泉阳泉,吉林,软饮料,19981007,600189,泉阳泉,30,主要消费,3010,食品、饮料与烟草,301020,软饮料,30102010,软饮料,852.48,309.54,4.30,-,False
3018,600191.SH,20250620,7.15,7.32,7.13,7.15,7.21,-0.06,-0.8322,40390.7,29127.133,600191,华资实业,内蒙,食品,19981210,600191,华资实业,30,主要消费,3020,农牧渔,302010,种植,30201010,农产品,136.45,100.32,2.11,-,False
3019,600192.SH,20250620,7.23,7.33,7.16,7.2,7.26,-0.06,-0.8264,109637.1,79237.457,600192,长城电工,甘肃,电气设备,19981224,600192,长城电工,20,工业,2030,电力设备,203020,电网设备,20302030,配电设备,-,-,2.91,-,False
3020,600193.SH,20250620,4.68,4.76,4.46,4.64,4.59,0.05,1.0893,185977.01,86242.895,600193,*ST创兴,上海,装修装饰,19990527,600193,*ST创兴,20,工业,2020,建筑装饰,202020,建筑装修,20202010,建筑装修,-,-,19.95,-,True
3021,600195.SH,20250620,6.99,7.22,6.98,7.1,7.03,0.07,0.9957,180971.7,128981.298,600195,中牧股份,北京,农业综合,19990107,600195,中牧股份,30,主要消费,3020,农牧渔,302020,养殖,30202020,动物保健与育种,99.69,121.06,1.27,1.72,True
3022,600196.SH,20250620,24.61,24.75,24.37,24.42,24.6,-0.18,-0.7317,102972.6,252797.442,600196,复星医药,上海,化学制药,19980807,600196,复星医药,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,24.88,23.56,1.44,1.05,False
3023,600197.SH,20250620,14.47,14.7,14.47,14.61,14.47,0.14,0.9675,49844.8,72933.849,600197,伊力特,新疆,白酒,19990916,600197,伊力特,30,主要消费,3010,食品、饮料与烟草,301010,酒,30101010,白酒,24.02,25.33,1.70,2.68,True
3024,600198.SH,20250620,8.1,8.15,7.99,8.0,8.11,-0.11,-1.3564,128297.02,103049.24,600198,大唐电信,北京,通信设备,19981021,600198,大唐电信,50,通信服务,5020,通信设备及技术服务,502010,通信设备,50201020,通信系统设备及组件,379.96,370.29,42.76,-,False
3025,600199.SH,20250620,10.41,11.29,10.31,11.0,10.41,0.59,5.6676,539451.28,589057.134,600199,金种子酒,安徽,白酒,19980812,600199,金种子酒,30,主要消费,3010,食品、饮料与烟草,301010,酒,30101010,白酒,-,-,3.09,-,True
3026,600200.SH,20250620,2.38,2.39,2.31,2.31,2.43,-0.12,-4.9383,379529.69,88137.502,600200,*ST苏吴,江苏,化学制药,19990401,600200,*ST苏吴,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,24.25,-,0.98,-,False
3027,600201.SH,20250620,7.28,7.36,7.22,7.22,7.25,-0.03,-0.4138,104499.22,75975.81,600201,生物股份,内蒙,农业综合,19990115,600201,生物股份,30,主要消费,3020,农牧渔,302020,养殖,30202020,动物保健与育种,78.33,106.88,1.61,1.05,False
3028,600202.SH,20250620,5.18,5.23,5.15,5.17,5.18,-0.01,-0.1931,73994.8,38382.037,600202,哈空调,黑龙江,专用机械,19990603,600202,哈空调,20,工业,2040,机械制造,204020,专用机械,20402030,化工机械,285.07,-,2.54,0.18,False
3029,600203.SH,20250620,8.76,8.96,8.73,8.75,8.82,-0.07,-0.7937,139922.07,123376.847,600203,福日电子,福建,元器件,19990514,600203,福日电子,45,信息技术,4520,电子,452010,电子终端及组件,45201020,消费电子终端,-,-,3.25,-,False
3030,600206.SH,20250620,17.56,18.49,17.56,17.79,17.68,0.11,0.6222,435504.62,784612.699,600206,有研新材,北京,半导体,19990319,600206,有研新材,45,信息技术,4530,半导体,453030,半导体材料与设备,45303010,半导体材料,106.33,73.17,3.94,0.74,True
3031,600207.SH,20250620,4.45,4.61,4.42,4.44,4.45,-0.01,-0.2247,194480.74,87651.955,600207,安彩高科,河南,电气设备,19990714,600207,安彩高科,20,工业,2030,电力设备,203010,发电设备,20301010,光伏设备,-,-,1.88,-,False
3032,600208.SH,20250620,2.57,2.63,2.57,2.58,2.56,0.02,0.7813,666251.36,172923.495,600208,衢州发展,浙江,全国地产,19990623,600208,衢州发展,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,22.03,20.96,0.54,-,True
3033,600210.SH,20250620,6.43,6.57,6.42,6.43,6.42,0.01,0.1558,199687.41,129416.288,600210,紫江企业,上海,广告包装,19990824,600210,紫江企业,15,原材料,1550,造纸与包装,155010,容器与包装,15501010,金属、玻璃与塑料包装,12.21,12.03,1.56,3.84,True
3034,600211.SH,20250620,35.9,36.12,35.9,36.05,35.97,0.08,0.2224,18219.52,65603.387,600211,西藏药业,西藏,生物制药,19990721,600211,西藏药业,35,医药卫生,3520,医药,352010,生物药品,35201030,其他生物药品,11.29,11.78,2.89,5.31,True
3035,600212.SH,20250620,7.37,7.49,7.32,7.4,7.38,0.02,0.271,97211.0,71896.696,600212,绿能慧充,山东,电气设备,19990817,600212,绿能慧充,20,工业,2030,电力设备,203030,储能设备,20303030,其他储能设备,389.36,374.93,10.97,-,True
3036,600215.SH,20250620,7.28,7.35,7.21,7.22,7.28,-0.06,-0.8242,48865.01,35491.222,600215,派斯林,吉林,专用机械,19990909,600215,派斯林,20,工业,2040,机械制造,204020,专用机械,20402080,其他专用机械,54.04,-,1.75,1.34,False
3037,600216.SH,20250620,14.28,14.41,14.19,14.22,14.33,-0.11,-0.7676,161046.94,230110.273,600216,浙江医药,浙江,化学制药,19991021,600216,浙江医药,35,医药卫生,3520,医药,352020,化学药,35202010,原料药,12.88,10.24,1.35,0.97,False
3038,600217.SH,20250620,4.37,4.4,4.34,4.34,4.37,-0.03,-0.6865,73533.79,32072.902,600217,中再资环,陕西,环境保护,19991216,600217,中再资环,20,工业,2050,环保,205020,节能与生态修复,20502010,节能与资源回收,329.72,440.19,2.15,0.69,False
3039,600218.SH,20250620,8.36,8.48,8.33,8.36,8.38,-0.02,-0.2387,31910.0,26785.891,600218,全柴动力,安徽,汽车配件,19981203,600218,全柴动力,20,工业,2040,机械制造,204010,通用机械,20401020,动力机械,45.78,43.45,1.18,0.80,False
3040,600219.SH,20250620,3.76,3.78,3.74,3.77,3.77,0.0,0.0,523522.67,196954.962,600219,南山铝业,山东,铝,19991223,600219,南山铝业,15,原材料,1520,有色金属,152010,工业金属,15201020,铝,9.14,7.77,0.85,4.49,False
3041,600221.SH,20250620,1.3,1.31,1.3,1.3,1.3,0.0,0.0,1070098.56,139271.077,600221,海航控股,海南,空运,19991125,600221,海航控股,20,工业,2070,交通运输,207010,运输业,20701030,航空运输,-,-,22.79,-,False
3042,600222.SH,20250620,5.56,5.68,5.51,5.56,5.57,-0.01,-0.1795,104485.0,58223.36,600222,太龙药业,河南,中成药,19991105,600222,太龙药业,35,医药卫生,3520,医药,352030,中药,35203010,中药饮片,67.58,110.87,2.16,0.46,False
3043,600223.SH,20250620,8.03,8.1,7.99,8.04,8.02,0.02,0.2494,156767.0,126010.712,600223,福瑞达,山东,日用化工,20000113,600223,福瑞达,30,主要消费,3030,家庭与个人用品,303020,美容护理,30302010,美容护理,36.48,37.78,2.14,1.72,True
3044,600226.SH,20250620,2.67,2.68,2.62,2.62,2.66,-0.04,-1.5038,157494.65,41634.669,600226,亨通股份,浙江,供气供热,19991116,600226,亨通股份,55,公用事业,5510,公用事业,551050,供热及其他,55105010,供热及其他,42.08,40.59,2.29,-,False
3045,600227.SH,20250620,2.88,2.88,2.65,2.65,2.94,-0.29,-9.8639,1364426.0,371882.955,600227,赤天化,贵州,农药化肥,20000221,600227,赤天化,15,原材料,1510,化工,151010,农用化工,15101010,氮肥,-,-,1.66,-,False
3046,600228.SH,20250620,5.05,5.06,4.81,4.88,5.06,-0.18,-3.5573,144168.01,70997.568,600228,*ST返利,江西,互联网,19990119,600228,*ST返利,50,通信服务,5030,传媒,503010,营销与广告,50301010,数字营销,-,-,4.64,-,False
3047,600229.SH,20250620,6.88,6.9,6.73,6.77,6.91,-0.14,-2.026,60232.5,40958.821,600229,城市传媒,山东,出版业,20000309,600229,城市传媒,50,通信服务,5030,传媒,503020,文化娱乐,50302030,出版,54.82,76.70,1.43,3.84,False
3048,600230.SH,20250620,10.01,10.14,10.01,10.02,10.0,0.02,0.2,23128.8,23311.843,600230,沧州大化,河北,化工原料,20000406,600230,沧州大化,15,原材料,1510,化工,151040,化学制品,15104060,聚氨酯,151.18,269.30,1.05,1.37,True
3049,600231.SH,20250620,1.7,1.71,1.69,1.71,1.7,0.01,0.5882,66216.0,11262.272,600231,凌钢股份,辽宁,普钢,20000511,600231,凌钢股份,15,原材料,1530,钢铁,153010,钢铁,15301010,普钢,-,-,0.90,-,True
3050,600232.SH,20250620,6.31,6.36,6.09,6.12,6.37,-0.25,-3.9246,344894.33,212814.796,600232,金鹰股份,浙江,纺织机械,20000602,600232,金鹰股份,25,可选消费,2530,纺织服装与珠宝,253010,纺织服装,25301010,纺织品,145.86,341.27,3.38,1.12,False
3051,600233.SH,20250620,12.61,13.03,12.61,12.9,12.67,0.23,1.8153,281329.54,362641.038,600233,圆通速递,辽宁,仓储物流,20000608,600233,圆通速递,20,工业,2070,交通运输,207010,运输业,20701010,快递,11.13,11.38,1.37,2.70,True
3052,600234.SH,20250620,6.88,6.96,6.82,6.88,6.9,-0.02,-0.2899,22405.0,15447.939,600234,科新发展,山西,装修装饰,20000615,600234,科新发展,20,工业,2020,建筑装饰,202020,建筑装修,20202010,建筑装修,47.15,38.46,4.01,-,False
3053,600235.SH,20250620,5.8,5.88,5.75,5.77,5.78,-0.01,-0.173,46493.0,27000.169,600235,民丰特纸,浙江,造纸,20000615,600235,民丰特纸,15,原材料,1550,造纸与包装,155020,纸类与林业产品,15502020,纸制品,29.42,47.42,1.41,1.28,False
3054,600236.SH,20250620,6.29,6.35,6.28,6.28,6.3,-0.02,-0.3175,95993.82,60558.185,600236,桂冠电力,广西,水力发电,20000323,600236,桂冠电力,55,公用事业,5510,公用事业,551010,电力及电网,55101020,水电,21.99,20.95,2.58,3.22,False
3055,600237.SH,20250620,6.9,7.05,6.89,6.93,6.9,0.03,0.4348,125395.0,87415.445,600237,铜峰电子,安徽,元器件,20000609,600237,铜峰电子,45,信息技术,4520,电子,452020,电子元件,45202020,被动元件,45.52,44.13,2.34,-,True
3056,600238.SH,20250620,5.55,5.72,5.44,5.45,5.6,-0.15,-2.6786,111862.0,62541.664,600238,*ST椰岛,海南,红黄酒,20000120,600238,*ST椰岛,30,主要消费,3010,食品、饮料与烟草,301010,酒,30101040,葡萄酒及其他,-,-,26.36,-,False
3057,600239.SH,20250620,2.33,2.35,2.31,2.32,2.33,-0.01,-0.4292,94398.25,21943.847,600239,云南城投,云南,区域地产,19991202,600239,云南城投,60,房地产,6010,房地产,601020,房地产管理与服务,60102020,房地产服务,-,-,2.98,-,False
3058,600241.SH,20250620,7.29,7.49,7.25,7.39,7.28,0.11,1.511,35384.0,26157.985,600241,时代万恒,辽宁,电气设备,20001128,600241,时代万恒,20,工业,2030,电力设备,203030,储能设备,20303010,电池,114.33,114.83,1.89,-,True
3059,600243.SH,20250620,3.14,3.15,3.07,3.1,3.14,-0.04,-1.2739,83775.0,26024.823,600243,*ST海华,青海,运输设备,20001120,600243,*ST海华,20,工业,2040,机械制造,204020,专用机械,20402070,楼宇设备,-,-,2.11,-,False
3060,600246.SH,20250620,6.63,6.69,6.41,6.43,6.63,-0.2,-3.0166,324694.01,211928.041,600246,万通发展,北京,区域地产,20000922,600246,万通发展,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,2.42,-,False
3061,600248.SH,20250620,3.74,3.76,3.73,3.74,3.74,0.0,0.0,89130.0,33411.481,600248,陕建股份,陕西,建筑工程,20000622,600248,陕建股份,20,工业,2020,建筑装饰,202010,建筑与工程,20201020,基础设施建设,4.82,5.06,0.45,5.28,False
3062,600249.SH,20250620,5.58,5.65,5.53,5.58,5.59,-0.01,-0.1789,119957.0,67011.461,600249,两面针,广西,日用化工,20040130,600249,两面针,30,主要消费,3030,家庭与个人用品,303010,家庭用品,30301010,家庭用品,39.95,47.50,1.49,0.51,False
3063,600250.SH,20250620,10.7,10.8,10.47,10.57,10.72,-0.15,-1.3993,191000.0,202653.821,600250,南京商旅,江苏,商贸代理,20010306,600250,南京商旅,20,工业,2060,商业服务与用品,206010,商业服务与用品,20601040,贸易商,86.22,124.69,6.48,-,False
3064,600251.SH,20250620,7.25,7.28,7.22,7.23,7.25,-0.02,-0.2759,36320.0,26338.154,600251,冠农股份,新疆,农业综合,20030609,600251,冠农股份,30,主要消费,3020,农牧渔,302010,种植,30201010,农产品,28.37,39.62,1.54,6.16,False
3065,600252.SH,20250620,2.51,2.53,2.5,2.5,2.5,0.0,0.0,198975.0,49949.646,600252,中恒集团,广西,中成药,20001130,600252,中恒集团,35,医药卫生,3520,医药,352030,中药,35203020,中成药,-,-,1.43,0.40,False
3066,600255.SH,20250620,3.16,3.19,3.13,3.13,3.17,-0.04,-1.2618,347871.0,109449.702,600255,鑫科材料,安徽,小金属,20001122,600255,鑫科材料,15,原材料,1520,有色金属,152010,工业金属,15201010,铜,94.14,93.45,4.08,-,False
3067,600256.SH,20250620,6.11,6.13,6.03,6.04,6.12,-0.08,-1.3072,843751.61,511899.226,600256,广汇能源,新疆,石油开采,20000526,600256,广汇能源,10,能源,1010,能源,101020,石油与天然气,10102040,油气流通及其他,13.45,13.99,1.44,11.42,False
3068,600257.SH,20250620,4.98,5.1,4.96,5.01,4.98,0.03,0.6024,107970.0,54145.173,600257,大湖股份,湖南,渔业,20000612,600257,大湖股份,30,主要消费,3020,农牧渔,302020,养殖,30202040,渔业产品,-,-,3.11,-,True
3069,600258.SH,20250620,14.15,14.27,13.96,14.1,14.29,-0.19,-1.3296,161601.99,228426.111,600258,首旅酒店,北京,酒店餐饮,20000601,600258,首旅酒店,25,可选消费,2540,消费者服务,254010,休闲服务,25401030,酒店,19.08,18.57,1.30,1.60,False
3070,600259.SH,20250620,53.12,53.97,52.14,52.3,52.97,-0.67,-1.2649,162979.71,864995.571,600259,广晟有色,海南,小金属,20000525,600259,广晟有色,15,原材料,1520,有色金属,152030,稀有金属,15203010,稀土金属,-,356.08,5.51,-,False
3071,600261.SH,20250620,3.15,3.18,3.13,3.16,3.16,0.0,0.0,99351.5,31370.43,600261,阳光照明,浙江,家用电器,20000720,600261,阳光照明,25,可选消费,2520,耐用消费品,252010,家用电器,25201040,照明电器,21.37,20.56,1.21,4.00,False
3072,600262.SH,20250620,20.39,20.48,20.06,20.12,20.37,-0.25,-1.2273,26675.0,53936.606,600262,北方股份,内蒙,专用机械,20000630,600262,北方股份,20,工业,2040,机械制造,204020,专用机械,20402020,采矿冶金机械,19.95,18.75,2.11,1.20,False
3073,600265.SH,20250620,16.92,17.33,16.63,17.33,16.5,0.83,5.0303,12223.82,20990.539,600265,ST景谷,云南,林业,20000825,600265,ST景谷,15,原材料,1550,造纸与包装,155020,纸类与林业产品,15502010,林业产品,-,-,27.27,-,True
3074,600266.SH,20250620,4.38,4.39,4.28,4.3,4.37,-0.07,-1.6018,245132.0,106063.549,600266,城建发展,北京,区域地产,19990203,600266,城建发展,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,0.40,2.34,False
3075,600267.SH,20250620,9.12,9.29,9.11,9.13,9.12,0.01,0.1096,181102.0,166318.618,600267,海正药业,浙江,化学制药,20000725,600267,海正药业,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,19.48,21.42,1.37,2.10,True
3076,600268.SH,20250620,7.48,7.56,7.43,7.44,7.47,-0.03,-0.4016,86618.04,64816.285,600268,国电南自,江苏,电气设备,19991118,600268,国电南自,20,工业,2030,电力设备,203020,电网设备,20302010,电网自动化,22.91,20.06,2.31,0.98,False
3077,600269.SH,20250620,5.11,5.17,5.1,5.15,5.11,0.04,0.7828,107439.95,55242.273,600269,赣粤高速,江西,路桥,20000518,600269,赣粤高速,20,工业,2070,交通运输,207020,交通基本设施,20702040,高速公路,9.69,9.42,0.65,6.21,True
3078,600271.SH,20250620,8.83,8.84,8.61,8.62,8.73,-0.11,-1.26,105785.37,91591.686,600271,航天信息,北京,软件服务,20030711,600271,航天信息,45,信息技术,4510,计算机,451010,软件开发,45101020,行业应用软件,1004.55,-,1.17,0.38,False
3079,600272.SH,20250620,12.97,13.1,12.9,12.95,12.95,0.0,0.0,19369.0,25164.786,600272,开开实业,上海,医药商业,20010228,600272,开开实业,35,医药卫生,3510,医疗,351020,医疗商业与服务,35102020,医药商业,92.83,164.77,5.18,0.37,False
3080,600273.SH,20250620,8.43,8.45,8.33,8.34,8.45,-0.11,-1.3018,105371.0,88309.449,600273,嘉化能源,浙江,化工原料,20030627,600273,嘉化能源,15,原材料,1510,化工,151040,化学制品,15104080,其他化学制品,11.61,10.90,1.13,4.63,False
3081,600276.SH,20250620,51.75,52.33,51.63,51.76,51.58,0.18,0.349,240607.75,1249132.876,600276,恒瑞医药,江苏,化学制药,20001018,600276,恒瑞医药,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,54.25,50.25,7.32,0.74,True
3082,600278.SH,20250620,6.88,6.91,6.8,6.8,6.89,-0.09,-1.3062,73435.1,50307.758,600278,东方创业,上海,商贸代理,20000712,600278,东方创业,20,工业,2060,商业服务与用品,206010,商业服务与用品,20601040,贸易商,29.77,30.43,0.86,2.54,False
3083,600279.SH,20250620,5.58,5.78,5.58,5.65,5.63,0.02,0.3552,174369.5,99434.342,600279,重庆港,重庆,港口,20000731,600279,重庆港,20,工业,2070,交通运输,207020,交通基本设施,20702020,港口,13.64,14.08,1.07,0.74,True
3084,600280.SH,20250620,3.4,3.43,3.38,3.4,3.41,-0.01,-0.2933,245934.0,83767.342,600280,中央商场,江苏,百货,20000926,600280,中央商场,25,可选消费,2550,零售业,255010,一般零售,25501010,百货商店,-,-,6.13,-,False
3085,600281.SH,20250620,6.6,6.92,6.36,6.38,6.85,-0.47,-6.8613,906851.34,593886.5,600281,华阳新材,山西,小金属,20001109,600281,华阳新材,20,工业,2050,环保,205020,节能与生态修复,20502010,节能与资源回收,-,-,23.33,-,False
3086,600282.SH,20250620,4.09,4.11,4.07,4.09,4.09,0.0,0.0,194621.19,79725.058,600282,南钢股份,江苏,普钢,20000919,600282,南钢股份,15,原材料,1530,钢铁,153010,钢铁,15301010,普钢,11.24,11.11,0.95,4.49,False
3087,600283.SH,20250620,9.82,10.01,9.76,9.86,9.79,0.07,0.715,107801.23,106717.79,600283,钱江水利,浙江,水务,20001018,600283,钱江水利,55,公用事业,5510,公用事业,551030,水务,55103010,水务,26.11,23.54,1.80,1.26,True
3088,600284.SH,20250620,6.48,6.56,6.43,6.48,6.46,0.02,0.3096,92474.15,59895.506,600284,浦东建设,上海,建筑工程,20040316,600284,浦东建设,20,工业,2020,建筑装饰,202010,建筑与工程,20201020,基础设施建设,10.97,11.50,0.83,3.98,True
3089,600285.SH,20250620,22.98,23.07,22.73,22.81,22.89,-0.08,-0.3495,49094.28,112402.907,600285,羚锐制药,河南,中成药,20001018,600285,羚锐制药,35,医药卫生,3520,医药,352030,中药,35203020,中成药,18.55,17.90,4.05,3.37,False
3090,600287.SH,20250620,5.9,5.99,5.86,5.92,5.93,-0.01,-0.1686,78208.01,46339.785,600287,ST舜天,江苏,商贸代理,20000901,600287,ST舜天,20,工业,2060,商业服务与用品,206010,商业服务与用品,20601040,贸易商,51.94,55.61,1.19,-,False
3091,600288.SH,20250620,9.2,9.8,9.16,9.67,9.18,0.49,5.3377,347684.28,332108.343,600288,大恒科技,北京,元器件,20001129,600288,大恒科技,20,工业,2040,机械制造,204010,通用机械,20401050,仪器仪表,-,-,2.16,0.13,True
3092,600289.SH,20250620,6.18,6.47,6.18,6.47,6.16,0.31,5.0325,113837.4,72409.795,600289,*ST信通,黑龙江,软件服务,20000720,600289,*ST信通,45,信息技术,4510,计算机,451010,软件开发,45101020,行业应用软件,-,-,2.89,-,True
3093,600292.SH,20250620,12.15,12.24,12.06,12.21,12.15,0.06,0.4938,73874.3,89966.391,600292,远达环保,重庆,环境保护,20001101,600292,远达环保,20,工业,2050,环保,205010,污染治理,20501030,烟气治理,270.32,218.68,1.87,0.22,True
3094,600293.SH,20250620,3.02,3.04,2.98,2.98,3.01,-0.03,-0.9967,114616.0,34363.677,600293,三峡新材,湖北,玻璃,20000919,600293,三峡新材,15,原材料,1540,非金属材料,154010,建筑材料,15401020,玻璃,277.02,-,1.98,-,False
3095,600295.SH,20250620,9.49,9.68,9.46,9.55,9.43,0.12,1.2725,156389.36,150138.385,600295,鄂尔多斯,内蒙,特种钢,20010426,600295,鄂尔多斯,15,原材料,1530,钢铁,153010,钢铁,15301030,其他钢铁,14.20,13.38,1.22,8.54,True
3096,600298.SH,20250620,34.78,35.06,34.7,34.8,34.77,0.03,0.0863,33372.07,116385.93,600298,安琪酵母,湖北,食品,20000818,600298,安琪酵母,30,主要消费,3010,食品、饮料与烟草,301030,食品,30103050,其他食品,23.39,22.52,2.76,-,True
3097,600299.SH,20250620,9.4,9.47,9.34,9.37,9.42,-0.05,-0.5308,55284.83,51924.654,600299,安迪苏,北京,饲料,20000420,600299,安迪苏,30,主要消费,3020,农牧渔,302020,养殖,30202010,饲料,21.44,18.55,1.60,2.49,False
3098,600300.SH,20250620,3.36,3.4,3.36,3.37,3.38,-0.01,-0.2959,278126.0,93940.985,600300,维维股份,江苏,软饮料,20000630,600300,维维股份,30,主要消费,3010,食品、饮料与烟草,301020,软饮料,30102010,软饮料,13.96,16.16,1.61,3.61,False
3099,600301.SH,20250620,18.91,19.04,18.68,18.76,18.91,-0.15,-0.7932,33965.56,63885.196,600301,华锡有色,广西,小金属,20000712,600301,华锡有色,15,原材料,1520,有色金属,152040,其他有色金属及合金,15204020,其他有色金属及合金,19.10,18.63,3.03,-,False
3100,600302.SH,20250620,6.45,6.45,6.22,6.25,6.58,-0.33,-5.0152,330415.3,207771.779,600302,标准股份,陕西,纺织机械,20001213,600302,标准股份,20,工业,2040,机械制造,204020,专用机械,20402050,纺织服装机械,-,-,3.25,-,False
3101,600303.SH,20250620,3.86,3.88,3.69,3.75,3.86,-0.11,-2.8497,205481.0,77234.499,600303,曙光股份,辽宁,汽车整车,20001226,600303,曙光股份,20,工业,2040,机械制造,204030,交通运输设备,20403030,商用车,-,-,2.24,-,False
3102,600305.SH,20250620,7.54,7.6,7.53,7.56,7.51,0.05,0.6658,57851.37,43764.215,600305,恒顺醋业,江苏,食品,20010206,600305,恒顺醋业,30,主要消费,3010,食品、饮料与烟草,301030,食品,30103020,调味品与食用油,66.71,66.03,2.52,0.91,True
3103,600307.SH,20250620,1.36,1.38,1.36,1.36,1.37,-0.01,-0.7299,136720.11,18744.212,600307,酒钢宏兴,甘肃,普钢,20001220,600307,酒钢宏兴,15,原材料,1530,钢铁,153010,钢铁,15301010,普钢,-,-,1.21,-,False
3104,600308.SH,20250620,3.36,3.39,3.35,3.36,3.35,0.01,0.2985,81755.37,27542.595,600308,华泰股份,山东,造纸,20000928,600308,华泰股份,15,原材料,1550,造纸与包装,155020,纸类与林业产品,15502020,纸制品,143.88,-,0.57,1.37,True
3105,600309.SH,20250620,53.4,53.82,53.19,53.19,53.4,-0.21,-0.3933,140224.37,749740.935,600309,万华化学,山东,化工原料,20010105,600309,万华化学,15,原材料,1510,化工,151040,化学制品,15104060,聚氨酯,13.11,14.29,1.74,2.30,False
3106,600310.SH,20250620,3.98,4.01,3.97,3.99,3.98,0.01,0.2513,104263.0,41550.897,600310,广西能源,广西,水力发电,20010228,600310,广西能源,55,公用事业,5510,公用事业,551010,电力及电网,55101020,水电,95.17,-,2.15,0.73,True
3107,600312.SH,20250620,14.88,14.95,14.46,14.49,14.9,-0.41,-2.7517,196897.65,288513.497,600312,平高电气,河南,电气设备,20010221,600312,平高电气,20,工业,2030,电力设备,203020,电网设备,20302020,输变电设备,19.77,17.57,1.87,2.91,False
3108,600313.SH,20250620,6.18,6.22,6.13,6.14,6.19,-0.05,-0.8078,109885.99,67783.03,600313,农发种业,北京,种植业,20010119,600313,农发种业,30,主要消费,3020,农牧渔,302010,种植,30201020,种业,144.72,127.91,3.46,-,False
