,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,symbol,name,area,industry,list_date,证券代码,证券名称,一级行业代码,一级行业名称,二级行业代码,二级行业名称,三级行业代码,三级行业名称,四级行业代码,四级行业名称,个股静态市盈率,个股滚动市盈率,个股市净率,个股股息率,is_up
559,002044.SZ,20250620,4.95,4.99,4.87,4.89,4.94,-0.05,-1.0121,341482.28,167444.839,002044,美年健康,江苏,医疗保健,20050518,002044,美年健康,35,医药卫生,3510,医疗,351020,医疗商业与服务,35102010,医疗服务,71.56,68.81,2.65,0.37,False
560,002045.SZ,20250620,15.4,15.59,14.96,14.97,15.47,-0.5,-3.2321,248249.65,375396.852,002045,国光电器,广东,元器件,20050523,002045,国光电器,25,可选消费,2520,耐用消费品,252010,家用电器,25201020,黑色家电,34.77,34.33,1.97,-,False
561,002046.SZ,20250620,16.03,16.14,15.66,15.66,16.06,-0.4,-2.4907,135424.3,214623.059,002046,国机精工,河南,机械基件,20050526,002046,国机精工,20,工业,2040,机械制造,204010,通用机械,20401060,磨具磨料,31.26,30.93,2.04,1.21,False
562,002047.SZ,20250620,1.92,1.92,1.82,1.82,1.92,-0.1,-5.2083,216805.0,40117.076,002047,*ST宝鹰,深圳,装修装饰,20050531,002047,*ST宝鹰,20,工业,2020,建筑装饰,202020,建筑装修,20202010,建筑装修,-,-,-,-,False
563,002048.SZ,20250620,15.45,15.51,15.05,15.1,15.53,-0.43,-2.7688,109561.0,166862.814,002048,宁波华翔,浙江,汽车配件,20050603,002048,宁波华翔,25,可选消费,2510,乘用车及零部件,251010,汽车零部件与轮胎,25101020,汽车内饰与外饰,13.07,12.65,1.05,4.13,False
564,002049.SZ,20250620,62.13,62.46,61.76,61.9,62.17,-0.27,-0.4343,50735.09,314610.36,002049,紫光国微,河北,半导体,20050606,002049,紫光国微,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,44.65,53.08,4.21,1.09,False
565,002050.SZ,20250620,25.8,25.85,24.74,24.95,26.12,-1.17,-4.4793,1073630.01,2702371.466,002050,三花智控,浙江,家用电器,20050607,002050,三花智控,25,可选消费,2520,耐用消费品,252010,家用电器,25201060,家电零部件及其他,30.42,28.10,4.66,2.37,False
566,002051.SZ,20250620,8.01,8.08,8.01,8.04,8.0,0.04,0.5,48109.0,38713.214,002051,中工国际,北京,建筑工程,20060619,002051,中工国际,20,工业,2020,建筑装饰,202010,建筑与工程,20201040,专业工程,28.12,27.05,0.88,1.52,True
567,002052.SZ,20250620,8.39,9.45,8.29,9.16,8.71,0.45,5.1665,446097.95,392094.485,002052,同洲电子,深圳,家用电器,20060627,002052,*ST同洲,50,通信服务,5020,通信设备及技术服务,502010,通信设备,50201010,通信终端设备及组件,109.74,38.30,35.89,-,True
568,002053.SZ,20250620,11.18,11.28,11.12,11.16,11.15,0.01,0.0897,25629.0,28684.752,002053,云南能投,云南,食品,20060627,002053,云南能投,15,原材料,1510,化工,151030,化学原料,15103030,无机盐,15.25,19.08,1.35,2.95,True
569,002054.SZ,20250620,6.37,6.44,6.34,6.37,6.37,0.0,0.0,51885.0,33184.516,002054,德美化工,广东,染料涂料,20060725,002054,德美化工,15,原材料,1510,化工,151040,化学制品,15104030,印染化学品,53.20,43.27,1.31,1.02,False
570,002055.SZ,20250620,6.58,6.75,6.45,6.7,6.61,0.09,1.3616,774152.71,516847.515,002055,得润电子,深圳,元器件,20060725,002055,得润电子,45,信息技术,4520,电子,452010,电子终端及组件,45201030,消费电子组件及零部件,-,-,2.76,-,True
571,002056.SZ,20250620,13.52,13.98,13.47,13.68,13.49,0.19,1.4085,320957.16,442260.782,002056,横店东磁,浙江,电气设备,20060802,002056,横店东磁,20,工业,2030,电力设备,203010,发电设备,20301010,光伏设备,12.67,11.98,2.20,3.13,True
572,002057.SZ,20250620,8.55,9.06,8.55,8.84,8.34,0.5,5.9952,675695.47,598287.712,002057,中钢天源,安徽,矿物制品,20060802,002057,中钢天源,15,原材料,1520,有色金属,152040,其他有色金属及合金,15204020,其他有色金属及合金,38.44,35.40,2.09,2.65,True
573,002058.SZ,20250620,11.67,12.19,11.38,11.91,11.63,0.28,2.4076,58719.75,69347.971,002058,*ST威尔,上海,电器仪表,20060802,002058,*ST威尔,20,工业,2040,机械制造,204010,通用机械,20401050,仪器仪表,-,-,13.89,-,True
574,002059.SZ,20250620,5.08,5.08,5.05,5.06,5.08,-0.02,-0.3937,40069.8,20299.802,002059,云南旅游,云南,旅游景点,20060810,002059,云南旅游,25,可选消费,2540,消费者服务,254010,休闲服务,25401020,旅游服务,-,-,3.76,-,False
575,002060.SZ,20250620,3.42,3.46,3.41,3.45,3.42,0.03,0.8772,133323.62,45861.184,002060,广东建工,广东,建筑工程,20060810,002060,广东建工,20,工业,2020,建筑装饰,202010,建筑与工程,20201020,基础设施建设,11.18,11.43,0.94,8.48,True
576,002061.SZ,20250620,3.84,3.9,3.83,3.87,3.84,0.03,0.7813,189223.5,73138.625,002061,浙江交科,浙江,建筑工程,20060816,002061,浙江交科,20,工业,2020,建筑装饰,202010,建筑与工程,20201020,基础设施建设,7.89,7.68,0.66,3.14,True
577,002062.SZ,20250620,4.42,4.45,4.23,4.24,4.44,-0.2,-4.5045,380034.83,164524.565,002062,宏润建设,浙江,建筑工程,20060816,002062,宏润建设,20,工业,2020,建筑装饰,202010,建筑与工程,20201020,基础设施建设,18.80,20.79,1.06,-,False
578,002063.SZ,20250620,5.68,5.7,5.6,5.62,5.67,-0.05,-0.8818,217349.15,122618.797,002063,远光软件,广东,软件服务,20060823,002063,远光软件,45,信息技术,4510,计算机,451010,软件开发,45101010,通用软件,36.94,36.91,2.94,0.46,False
579,002064.SZ,20250620,6.61,6.65,6.5,6.52,6.64,-0.12,-1.8072,223002.58,146416.272,002064,华峰化学,浙江,化纤,20060823,002064,华峰化学,15,原材料,1510,化工,151020,化学纤维,15102030,氨纶及其他化纤,14.98,16.29,1.23,4.48,False
580,002065.SZ,20250620,8.99,9.0,8.8,8.84,8.93,-0.09,-1.0078,473020.28,419884.488,002065,东华软件,北京,软件服务,20060823,002065,东华软件,45,信息技术,4510,计算机,451020,信息技术服务,45102010,系统集成服务,56.71,58.52,2.35,0.57,False
